1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,1,1,0,s,s,s,s,s,0,0,0,1,1,0,1,0,0,0,s,s,s,s,s,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,1,1,0,s,s,s,s,s,0,0,0,1,1,0,1,0,0,0,s,s,s,s,s,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,2,2,2,2,0,1,1,0,s,s,s,s,s,0,0,0,1,1,0,1,0,0,0,s,s,s,s,s,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,s,s,s,0,1,s,s,s,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,0,1,1,0,s,s,s,s,s,0,0,0,1,1,0,1,0,0,0,s,s,s,s,s,0,0,0,s,s,s,s,s,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,s,s,s,0,1,s,s,s,1,1,0,0,0,4,0,0,0,0,0,y,0,0,0,0,1,0,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,s,s,s,s,s,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,s,s,s,0,1,s,s,s,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,s,s,s,s,s,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,s,s,s,0,1,s,s,s,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,s,s,s,s,s,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,5,s,s,s,s,s,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
